RETAIL,CATEGORIA,Date,Impressions,Clicks,CTR,Unique Visitors,Frequency,Spend,Units,Sales,ROAS,Month,Day,New Impressions,Unit Cost,Best Practice
SAMS,leche,2023-04-10,4568,120,0.02626970227670753,2112.0,2.1629,1907.45,148,40791.98,21.39,4,10,4568000,275.6214864864865,BP
SAMS,leche,2023-04-11,4456,122,0.027378815080789945,2003.0,2.2247,1907.45,106,29366.02,15.4,4,11,4456000,277.0379245283019,No BP
SAMS,leche,2023-04-12,6816,120,0.017605633802816902,3589.0,1.8991,1907.45,194,54312.55,28.47,4,12,6816000,279.96159793814434,BP
SAMS,leche,2023-04-13,5434,118,0.021715126978284875,2795.0,1.9442,1907.45,165,46029.38,24.13,4,13,5434000,278.9659393939394,BP
SAMS,leche,2023-04-14,7805,118,0.015118513773222294,3788.0,2.0605,1907.45,68,19262.21,10.1,4,14,7805000,283.26779411764704,No BP
SAMS,leche,2023-04-15,8642,119,0.013769960657255265,4635.0,1.8645,1907.45,75,21390.36,11.21,4,15,8642000,285.20480000000003,No BP
SAMS,leche,2023-04-16,8783,119,0.013548901286576341,4348.0,2.02,1907.45,51,15051.21,7.89,4,16,8783000,295.12176470588236,No BP
SAMS,leche,2023-04-17,6562,120,0.01828710758914965,2997.0,2.1895,1907.45,127,35897.07,18.82,4,17,6562000,282.65409448818895,No BP
SAMS,leche,2023-04-18,9578,120,0.01252871163082063,4774.0,2.0063,1907.45,92,25672.08,13.46,4,18,9578000,279.04434782608695,No BP
SAMS,leche,2023-04-19,8159,118,0.014462556685868367,4451.0,1.8331,1907.45,81,22779.78,11.94,4,19,8159000,281.23185185185184,No BP
SAMS,leche,2023-04-20,8975,119,0.013259052924791086,5260.0,1.7063,1907.45,124,35520.55,18.62,4,20,8975000,286.4560483870968,No BP
SAMS,leche,2023-04-21,7624,113,0.014821615949632739,4038.0,1.8881,1841.47,45,12636.35,6.86,4,21,7624000,280.8077777777778,No BP
SAMS,leche,2023-04-22,8294,109,0.013142030383409694,4442.0,1.8672,1794.37,60,17224.36,9.6,4,22,8294000,287.0726666666667,No BP
SAMS,leche,2023-04-23,8223,121,0.014714824273379546,4399.0,1.8693,1927.35,57,16475.63,8.55,4,23,8223000,289.04614035087724,No BP
SAMS,leche,2023-04-24,6075,119,0.019588477366255144,3187.0,1.9062,1927.35,360,98106.05,50.9,4,24,6075000,272.51680555555555,BP
SAMS,leche,2023-04-25,7804,119,0.015248590466427472,4060.0,1.9222,1927.35,72,20407.82,10.59,4,25,7804000,283.44194444444446,No BP
SAMS,leche,2023-04-26,7320,119,0.016256830601092898,4119.0,1.7771,1927.35,140,39799.32,20.65,4,26,7320000,284.28085714285714,BP
SAMS,leche,2023-04-27,7256,120,0.016538037486218304,3940.0,1.8416,1927.35,64,17923.27,9.3,4,27,7256000,280.05109375,No BP
SAMS,leche,2023-04-28,7260,119,0.016391184573002756,3801.0,1.91,1927.35,61,17635.66,9.15,4,28,7260000,289.10918032786884,No BP
SAMS,leche,2023-04-29,8090,114,0.014091470951792336,4733.0,1.7093,1862.31,109,31580.41,16.96,4,29,8090000,289.72853211009175,No BP
SAMS,leche,2023-04-30,7025,122,0.017366548042704627,3324.0,2.1134,1959.87,66,19318.18,9.86,4,30,7025000,292.69969696969696,No BP
SAMS,leche,2023-05-01,2,0,0.0,2.0,1.0,0.0,18,5052.6,0.0,5,1,2000,280.70000000000005,No BP
SAMS,leche,2023-02-03,10349,128,0.012368344767610397,4003.0,2.5853,1923.08,35,11076.35,5.76,2,3,10349000,316.46714285714285,No BP
SAMS,leche,2023-02-04,8559,129,0.015071854188573432,3744.0,2.2861,1923.08,32,9924.11,5.16,2,4,8559000,310.1284375,No BP
SAMS,leche,2023-02-05,6217,129,0.020749557664468392,2670.0,2.3285,1923.08,24,7703.68,4.01,2,5,6217000,320.9866666666667,No BP
SAMS,leche,2023-02-06,7648,128,0.016736401673640166,3005.0,2.5451,1923.08,39,12573.47,6.54,2,6,7648000,322.39666666666665,No BP
SAMS,leche,2023-02-07,6348,117,0.018431001890359167,2359.0,2.691,1953.08,93,28849.9,14.77,2,7,6348000,310.2139784946237,No BP
SAMS,leche,2023-02-08,9252,109,0.011781236489407695,3886.0,2.3809,1953.08,16,4835.91,2.48,2,8,9252000,302.244375,No BP
SAMS,leche,2023-02-09,5624,109,0.01938122332859175,2172.0,2.5893,1953.08,24,7508.94,3.84,2,9,5624000,312.8725,No BP
SAMS,leche,2023-02-10,10166,114,0.011213850088530396,3814.0,2.6654,1953.08,35,10948.35,5.61,2,10,10166000,312.81,No BP
SAMS,leche,2023-02-11,7430,115,0.01547779273216689,2655.0,2.7985,1953.08,38,12231.62,6.26,2,11,7430000,321.88473684210527,No BP
SAMS,leche,2023-02-12,7615,118,0.015495732107682207,2673.0,2.8489,1953.08,25,7760.09,3.97,2,12,7615000,310.4036,No BP
SAMS,leche,2023-02-13,7225,117,0.01619377162629758,2382.0,3.0332,1953.08,228,61464.21,31.47,2,13,7225000,269.57986842105265,BP
SAMS,leche,2023-02-14,8967,117,0.013047842087654735,3274.0,2.7389,1953.08,120,33285.57,17.04,2,14,8967000,277.37975,No BP
SAMS,leche,2023-02-15,8268,116,0.014029995162070633,2937.0,2.8151,1953.08,22,7014.02,3.59,2,15,8268000,318.8190909090909,No BP
SAMS,leche,2023-02-16,7954,119,0.014961025898918782,2776.0,2.8653,1988.0,25,7394.44,3.72,2,16,7954000,295.7776,No BP
SAMS,leche,2023-02-17,7645,118,0.015434924787442773,2473.0,3.0914,1988.0,41,11851.01,5.96,2,17,7645000,289.0490243902439,No BP
SAMS,leche,2023-02-18,8291,117,0.014111687371848992,2791.0,2.9706,1988.0,20,6126.33,3.08,2,18,8291000,306.3165,No BP
SAMS,leche,2023-02-19,6958,118,0.016958896234550158,2344.0,2.9684,1988.0,49,14565.02,7.33,2,19,6958000,297.245306122449,No BP
SAMS,leche,2023-02-20,6977,119,0.017056041278486457,2401.0,2.9059,2024.0,68,20098.68,9.93,2,20,6977000,295.56882352941176,No BP
SAMS,leche,2023-02-21,5629,118,0.020962870847397407,1869.0,3.0118,2024.0,38,11805.52,5.83,2,21,5629000,310.67157894736846,No BP
SAMS,leche,2023-02-22,6142,120,0.01953760989905568,2216.0,2.7717,2024.0,55,16371.21,8.09,2,22,6142000,297.6583636363636,No BP
SAMS,leche,2023-02-23,5433,119,0.021903184244432175,2109.0,2.5761,2024.0,78,22496.05,11.11,2,23,5433000,288.4108974358974,No BP
SAMS,leche,2023-02-24,4865,119,0.02446043165467626,1753.0,2.7752,2024.0,31,9106.36,4.5,2,24,4865000,293.75354838709677,No BP
SAMS,leche,2023-02-25,5605,118,0.021052631578947368,1950.0,2.8744,2024.0,56,16683.53,8.24,2,25,5605000,297.92017857142855,No BP
SAMS,leche,2023-02-26,6557,119,0.01814854354125362,2225.0,2.947,2024.0,48,14333.72,7.08,2,26,6557000,298.6191666666667,No BP
SAMS,leche,2023-02-27,3457,64,0.01851316170089673,1178.0,2.9346,1012.0,61,17076.17,16.87,2,27,3457000,279.93721311475406,No BP
SAMS,leche,2023-02-28,4547,61,0.01341543875082472,1515.0,3.0013,1012.0,28,8492.8,8.39,2,28,4547000,303.3142857142857,No BP
SAMS,leche,2023-03-02,3382,59,0.01744529863985807,2022.0,1.6726,966.67,41,12739.75,13.18,3,2,3382000,310.7256097560976,No BP
SAMS,leche,2023-03-03,3004,56,0.018641810918774968,1538.0,1.9532,966.67,60,17066.66,17.66,3,3,3004000,284.4443333333333,No BP
SAMS,leche,2023-03-04,3858,56,0.014515292897874546,2175.0,1.7738,966.67,9,2647.05,2.74,3,4,3858000,294.1166666666667,No BP
SAMS,leche,2023-03-05,4365,56,0.012829324169530355,2189.0,1.9941,966.67,35,10033.94,10.38,3,5,4365000,286.684,No BP
SAMS,leche,2023-03-06,3179,57,0.017930166719094056,2115.0,1.5031,966.67,62,17914.14,18.53,3,6,3179000,288.93774193548387,No BP
SAMS,leche,2023-03-07,3952,58,0.014676113360323886,2231.0,1.7714,966.67,36,9995.39,10.34,3,7,3952000,277.6497222222222,No BP
SAMS,leche,2023-03-08,4739,57,0.012027853977632412,2791.0,1.698,966.67,60,16895.98,17.48,3,8,4739000,281.5996666666667,No BP
SAMS,leche,2023-03-09,3043,59,0.019388761091028592,1837.0,1.6565,966.67,21,5910.44,6.11,3,9,3043000,281.4495238095238,No BP
SAMS,leche,2023-03-10,3702,57,0.01539708265802269,2300.0,1.6096,966.67,126,32595.03,33.72,3,10,3702000,258.69071428571425,BP
SAMS,leche,2023-03-11,3433,57,0.016603553743081853,1857.0,1.8487,966.67,32,8232.91,8.52,3,11,3433000,257.2784375,No BP
SAMS,leche,2023-03-12,3673,57,0.015518649605227334,2201.0,1.6688,966.67,21,5909.17,6.11,3,12,3673000,281.38904761904763,No BP
SAMS,leche,2023-03-13,3066,60,0.019569471624266144,1727.0,1.7753,966.67,95,26235.67,27.14,3,13,3066000,276.16494736842105,BP
SAMS,leche,2023-03-14,2913,58,0.01991074493649159,1466.0,1.987,966.67,70,19825.64,20.51,3,14,2913000,283.22342857142854,BP
SAMS,leche,2023-03-15,3883,57,0.014679371619881535,2437.0,1.5934,966.67,30,8113.42,8.39,3,15,3883000,270.44733333333335,No BP
SAMS,leche,2023-03-16,8558,144,0.01682636129936901,4550.0,1.8809,2468.69,83,21439.11,8.68,3,16,8558000,258.30253012048195,No BP
SAMS,leche,2023-03-17,7278,146,0.020060456169277274,4460.0,1.6318,2533.13,41,11376.08,4.49,3,17,7278000,277.4653658536585,No BP
SAMS,leche,2023-03-18,8708,146,0.016766192007349565,4733.0,1.8398,2533.13,50,13565.15,5.36,3,18,8708000,271.303,No BP
SAMS,leche,2023-03-19,11504,146,0.012691237830319889,7281.0,1.58,2533.13,60,16087.59,6.35,3,19,11504000,268.1265,No BP
SAMS,leche,2023-03-20,6460,146,0.02260061919504644,3795.0,1.7022,2533.13,143,38556.52,15.22,3,20,6460000,269.62601398601396,No BP
SAMS,leche,2023-03-21,6769,150,0.022159846358398582,4382.0,1.5447,2533.13,144,42276.04,16.69,3,21,6769000,293.5836111111111,No BP
SAMS,leche,2023-03-22,8509,148,0.01739334821953226,5736.0,1.4834,2533.13,87,24707.76,9.75,3,22,8509000,283.9972413793103,No BP
SAMS,leche,2023-03-23,8612,145,0.01683697166744078,5726.0,1.504,2533.13,71,21253.81,8.39,3,23,8612000,299.34943661971835,No BP
SAMS,leche,2023-03-24,9782,116,0.011858515640973216,7074.0,1.3828,2157.82,64,19116.49,8.86,3,24,9782000,298.69515625,No BP
SAMS,leche,2023-03-25,9489,146,0.015386236695120665,6575.0,1.4432,2582.38,39,11717.7,4.54,3,25,9489000,300.4538461538462,No BP
SAMS,leche,2023-03-26,10354,146,0.014100830596870775,7086.0,1.4612,2587.48,39,11381.0,4.4,3,26,10354000,291.8205128205128,No BP
SAMS,leche,2023-03-27,10052,147,0.014623955431754874,6565.0,1.5312,2587.47,86,25919.49,10.02,3,27,10052000,301.38941860465115,No BP
SAMS,leche,2023-03-28,8787,147,0.016729259132809832,5551.0,1.583,2587.48,116,32300.67,12.48,3,28,8787000,278.4540517241379,No BP
SAMS,leche,2023-03-29,9275,147,0.015849056603773583,5694.0,1.6289,2587.47,41,11702.6,4.52,3,29,9275000,285.42926829268293,No BP
SAMS,leche,2023-03-30,10099,146,0.014456876918506783,6877.0,1.4685,2587.48,66,17375.48,6.72,3,30,10099000,263.26484848484847,No BP
SAMS,leche,2023-03-31,6407,147,0.022943655376931483,3583.0,1.7882,2587.47,62,17553.72,6.78,3,31,6407000,283.12451612903226,No BP
SAMS,postres,2023-04-01,562,22,0.03914590747330961,480.0,1.1708,322.58,13,560.86,1.74,4,1,562000,43.143076923076926,No BP
SAMS,postres,2023-04-02,492,22,0.044715447154471545,372.0,1.3226,322.58,8,332.92,1.03,4,2,492000,41.615,No BP
SAMS,postres,2023-04-03,1145,23,0.020087336244541485,973.0,1.1768,322.58,8,343.92,1.07,4,3,1145000,42.99,No BP
SAMS,postres,2023-04-04,477,22,0.04612159329140461,394.0,1.2107,322.58,8,337.8,1.05,4,4,477000,42.225,No BP
SAMS,postres,2023-04-05,2681,42,0.015665796344647518,2245.0,1.1942,622.58,4,174.93,0.28,4,5,2681000,43.7325,No BP
SAMS,postres,2023-04-06,2604,42,0.016129032258064516,2104.0,1.2376,622.58,10,429.87,0.69,4,6,2604000,42.987,No BP
SAMS,postres,2023-04-07,1865,41,0.02198391420911528,1566.0,1.1909,622.58,11,456.92,0.73,4,7,1865000,41.53818181818182,No BP
SAMS,postres,2023-04-08,2651,42,0.015843078083741986,2038.0,1.3008,622.58,6,258.93,0.42,4,8,2651000,43.155,No BP
SAMS,postres,2023-04-09,2764,41,0.014833574529667149,2219.0,1.2456,622.58,11,454.83,0.73,4,9,2764000,41.348181818181814,No BP
SAMS,postres,2023-04-10,3764,54,0.014346439957492029,3130.0,1.2026,822.58,22,910.78,1.11,4,10,3764000,41.39909090909091,No BP
SAMS,postres,2023-04-11,3434,53,0.015433896330809552,2776.0,1.237,822.58,19,795.06,0.97,4,11,3434000,41.845263157894735,No BP
SAMS,postres,2023-04-12,3343,53,0.015854023332336226,2726.0,1.2263,822.58,17,704.51,0.86,4,12,3343000,41.44176470588235,No BP
SAMS,postres,2023-04-13,2979,53,0.01779120510238335,2504.0,1.1897,822.58,7,304.89,0.37,4,13,2979000,43.55571428571428,No BP
SAMS,postres,2023-04-14,3251,55,0.016917871424177177,2677.0,1.2144,822.58,14,588.9,0.72,4,14,3251000,42.06428571428571,No BP
SAMS,postres,2023-04-15,3025,53,0.017520661157024792,2504.0,1.2081,822.58,16,682.44,0.83,4,15,3025000,42.6525,No BP
SAMS,postres,2023-04-16,3459,43,0.012431338537149466,2711.0,1.2759,661.3,10,426.9,0.65,4,16,3459000,42.69,No BP
SAMS,queso,2023-02-03,3002,15,0.004996668887408394,2213.0,1.3565,196.5,1,234.0,1.19,2,3,3002000,234.0,No BP
SAMS,queso,2023-02-04,3483,24,0.0068906115417743325,2726.0,1.2777,314.4,0,0.0,0.0,2,4,3483000,0.0,No BP
SAMS,queso,2023-02-05,3169,26,0.008204480908804039,2467.0,1.2846,340.6,0,0.0,0.0,2,5,3169000,0.0,No BP
SAMS,queso,2023-02-06,2790,14,0.005017921146953405,2325.0,1.2,183.4,1,239.38,1.31,2,6,2790000,239.38,No BP
SAMS,queso,2023-02-07,3003,25,0.008325008325008326,2430.0,1.2358,377.28,2,473.38,1.25,2,7,3003000,236.69,No BP
SAMS,queso,2023-02-08,2528,30,0.011867088607594937,2087.0,1.2113,456.56,1,239.38,0.52,2,8,2528000,239.38,No BP
SAMS,queso,2023-02-09,3277,18,0.00549282880683552,2597.0,1.2618,282.96,1,234.0,0.83,2,9,3277000,234.0,No BP
SAMS,queso,2023-02-10,2844,30,0.010548523206751054,2294.0,1.2398,460.74,0,0.0,0.0,2,10,2844000,0.0,No BP
SAMS,queso,2023-02-11,3384,20,0.00591016548463357,2597.0,1.303,314.4,0,0.0,0.0,2,11,3384000,0.0,No BP
SAMS,queso,2023-02-12,3854,29,0.007524649714582252,3076.0,1.2529,455.88,0,0.0,0.0,2,12,3854000,0.0,No BP
SAMS,queso,2023-02-13,3931,30,0.007631645891630628,3121.0,1.2595,471.6,4,795.6,1.69,2,13,3931000,198.9,No BP
SAMS,queso,2023-02-14,2519,15,0.0059547439460103215,2038.0,1.236,235.8,2,397.8,1.69,2,14,2519000,198.9,No BP
SAMS,queso,2023-02-15,2514,13,0.005171042163882259,2079.0,1.2092,204.36,0,0.0,0.0,2,15,2514000,0.0,No BP
SAMS,queso,2023-02-16,3037,27,0.008890352321369773,2447.0,1.2411,427.96,2,463.41,1.08,2,16,3037000,231.705,No BP
SAMS,queso,2023-02-17,3704,40,0.01079913606911447,2225.0,1.6647,521.81,18,3504.17,6.72,2,17,3704000,194.6761111111111,No BP
SAMS,queso,2023-02-18,2522,40,0.01586042823156225,1295.0,1.9475,523.25,8,992.01,1.9,2,18,2522000,124.00125,No BP
SAMS,queso,2023-02-19,3274,41,0.012522907758094075,1803.0,1.8159,523.25,14,1802.9,3.45,2,19,3274000,128.77857142857144,No BP
SAMS,queso,2023-02-20,3483,42,0.012058570198105082,1786.0,1.9502,573.0,27,3519.7,6.14,2,20,3483000,130.35925925925926,No BP
SAMS,queso,2023-02-21,2961,44,0.01485984464707869,1547.0,1.914,573.0,30,3431.39,5.99,2,21,2961000,114.37966666666667,No BP
SAMS,queso,2023-02-22,3204,44,0.01373283395755306,1586.0,2.0202,573.0,24,4555.56,7.95,2,22,3204000,189.81500000000003,No BP
SAMS,queso,2023-02-23,4560,44,0.009649122807017544,2121.0,2.1499,573.0,17,2688.65,4.69,2,23,4560000,158.15588235294118,No BP
SAMS,queso,2023-02-24,2551,39,0.01528812230497844,1221.0,2.0893,498.0,10,1522.33,3.06,2,24,2551000,152.233,No BP
SAMS,queso,2023-02-25,2306,37,0.016045099739809193,1169.0,1.9726,498.0,18,2223.99,4.47,2,25,2306000,123.55499999999999,No BP
SAMS,queso,2023-02-26,2412,37,0.015339966832504145,1219.0,1.9787,498.0,14,2008.39,4.03,2,26,2412000,143.45642857142857,No BP
SAMS,queso,2023-02-27,1489,31,0.020819341840161182,731.0,2.0369,408.5,32,5625.65,13.77,2,27,1489000,175.8015625,No BP
SAMS,queso,2023-02-28,1690,31,0.018343195266272188,907.0,1.8633,408.5,11,2417.87,5.92,2,28,1690000,219.8063636363636,No BP
SAMS,queso,2023-03-02,1435,15,0.010452961672473868,874.0,1.6419,200.0,2,422.0,2.11,3,2,1435000,211.0,No BP
SAMS,queso,2023-03-03,1918,15,0.007820646506777894,1167.0,1.6435,200.0,3,741.0,3.71,3,3,1918000,247.0,No BP
SAMS,queso,2023-03-04,1278,15,0.011737089201877934,833.0,1.5342,200.0,3,705.0,3.53,3,4,1278000,235.0,No BP
SAMS,queso,2023-03-05,1422,15,0.010548523206751054,907.0,1.5678,200.0,2,494.0,2.47,3,5,1422000,247.0,No BP
SAMS,queso,2023-03-06,812,15,0.01847290640394089,554.0,1.4657,200.0,3,716.36,3.58,3,6,812000,238.78666666666666,No BP
SAMS,queso,2023-03-07,2458,15,0.006102522375915379,1511.0,1.6267,200.0,3,673.85,3.37,3,7,2458000,224.61666666666667,No BP
SAMS,queso,2023-03-08,1738,14,0.00805523590333717,1158.0,1.5009,200.0,2,463.68,2.32,3,8,1738000,231.84,No BP
SAMS,queso,2023-03-09,2142,14,0.006535947712418301,1314.0,1.6301,200.0,0,0.0,0.0,3,9,2142000,0.0,No BP
SAMS,queso,2023-03-10,1252,15,0.011980830670926517,780.0,1.6051,200.0,5,1204.68,6.02,3,10,1252000,240.936,No BP
SAMS,queso,2023-03-11,1907,14,0.007341373885684321,1174.0,1.6244,200.0,1,252.68,1.26,3,11,1907000,252.68,No BP
SAMS,queso,2023-03-12,2394,14,0.005847953216374269,1647.0,1.4536,200.0,1,247.0,1.24,3,12,2394000,247.0,No BP
SAMS,queso,2023-03-13,1754,15,0.00855188141391106,1206.0,1.4544,200.0,2,467.46,2.34,3,13,1754000,233.73,No BP
SAMS,queso,2023-03-14,1891,15,0.007932310946589107,1381.0,1.3693,211.0,4,778.6,3.69,3,14,1891000,194.65,No BP
SAMS,queso,2023-03-15,3425,22,0.006423357664233576,2115.0,1.6194,311.0,2,429.56,1.38,3,15,3425000,214.78,No BP
SAMS,queso,2023-03-16,1506,22,0.014608233731739707,1115.0,1.3507,311.0,1,211.0,0.68,3,16,1506000,211.0,No BP
SAMS,queso,2023-03-17,2320,23,0.009913793103448277,1612.0,1.4392,311.0,4,894.55,2.88,3,17,2320000,223.6375,No BP
SAMS,queso,2023-03-18,2679,22,0.008212019410227697,1869.0,1.4334,311.0,4,988.0,3.18,3,18,2679000,247.0,No BP
SAMS,queso,2023-03-19,1756,22,0.012528473804100227,1293.0,1.3581,311.0,4,926.53,2.98,3,19,1756000,231.6325,No BP
SAMS,queso,2023-03-20,1961,22,0.011218765935747067,1323.0,1.4822,311.0,4,999.36,3.21,3,20,1961000,249.84,No BP
SAMS,queso,2023-03-21,2844,21,0.007383966244725738,1897.0,1.4992,307.54,6,1519.21,4.94,3,21,2844000,253.20166666666668,No BP
SAMS,queso,2023-03-22,2708,22,0.00812407680945347,1711.0,1.5827,311.0,2,502.37,1.62,3,22,2708000,251.185,No BP
SAMS,queso,2023-03-23,2467,21,0.008512363194162952,1647.0,1.4979,311.0,5,1304.11,4.19,3,23,2467000,260.822,No BP
SAMS,queso,2023-03-24,1652,24,0.014527845036319613,1197.0,1.3801,311.0,1,262.99,0.85,3,24,1652000,262.99,No BP
SAMS,queso,2023-03-25,1622,19,0.011713933415536375,1055.0,1.5374,282.46,1,239.38,0.85,3,25,1622000,239.38,No BP
SAMS,queso,2023-04-01,3146,27,0.008582326764144946,2236.0,1.407,375.0,2,463.27,1.24,4,1,3146000,231.635,No BP
SAMS,queso,2023-04-02,2314,19,0.008210890233362144,1784.0,1.2971,270.0,4,931.65,3.45,4,2,2314000,232.9125,No BP
SAMS,queso,2023-04-03,3049,31,0.010167267956707117,2189.0,1.3929,450.0,6,1405.19,3.12,4,3,3049000,234.19833333333335,No BP
SAMS,queso,2023-04-04,4579,26,0.005678095654072942,3177.0,1.4413,386.0,3,702.38,1.82,4,4,4579000,234.12666666666667,No BP
SAMS,queso,2023-04-05,2951,28,0.009488309047780414,2195.0,1.3444,422.0,5,1175.76,2.79,4,5,2951000,235.152,No BP
SAMS,queso,2023-04-06,2664,23,0.008633633633633633,1847.0,1.4423,342.0,3,697.54,2.04,4,6,2664000,232.51333333333332,No BP
SAMS,queso,2023-04-07,2430,24,0.009876543209876543,1772.0,1.3713,358.0,3,702.54,1.96,4,7,2430000,234.17999999999998,No BP
SAMS,queso,2023-04-08,2953,25,0.008465966813410091,1969.0,1.4997,374.0,5,1155.27,3.09,4,8,2953000,231.054,No BP
SAMS,queso,2023-04-09,2290,23,0.010043668122270743,1711.0,1.3384,342.0,2,473.65,1.38,4,9,2290000,236.825,No BP
SAMS,queso,2023-04-10,3256,25,0.007678132678132678,2294.0,1.4194,374.0,3,707.76,1.89,4,10,3256000,235.92,No BP
SAMS,queso,2023-04-11,2990,18,0.006020066889632107,2225.0,1.3438,262.0,5,1170.92,4.47,4,11,2990000,234.18400000000003,No BP
SAMS,queso,2023-04-12,2284,23,0.010070052539404553,1813.0,1.2598,342.0,3,702.81,2.06,4,12,2284000,234.26999999999998,No BP
SAMS,queso,2023-04-13,2085,30,0.014388489208633094,1526.0,1.3663,454.0,4,941.65,2.07,4,13,2085000,235.4125,No BP
SAMS,queso,2023-04-14,2569,21,0.008174386920980926,1786.0,1.4384,310.0,4,936.54,3.02,4,14,2569000,234.135,No BP
SAMS,queso,2023-04-15,2630,29,0.011026615969581748,1864.0,1.4109,422.0,5,1150.27,2.73,4,15,2630000,230.054,No BP
SAMS,queso,2023-04-16,2215,22,0.009932279909706547,1702.0,1.3014,326.0,4,885.9,2.72,4,16,2215000,221.475,No BP
SAMS,queso,2023-04-17,3796,25,0.006585879873551107,2573.0,1.4753,384.14,2,433.17,1.13,4,17,3796000,216.585,No BP
SAMS,queso,2023-04-18,2430,25,0.0102880658436214,1852.0,1.3121,384.92,4,906.28,2.35,4,18,2430000,226.57,No BP
SAMS,queso,2023-04-19,2384,22,0.009228187919463088,1605.0,1.4854,334.58,2,458.0,1.37,4,19,2384000,229.0,No BP
SAMS,queso,2023-04-20,1857,25,0.013462574044157244,1331.0,1.3952,384.92,7,1654.9,4.3,4,20,1857000,236.41428571428574,No BP
SAMS,queso,2023-04-21,1891,19,0.010047593865679535,1374.0,1.3763,284.24,5,1269.07,4.46,4,21,1891000,253.814,No BP
SAMS,queso,2023-04-22,2307,10,0.004334633723450368,1486.0,1.5525,149.4,4,1064.06,7.12,4,22,2307000,266.015,No BP
SAMS,queso,2023-04-23,2226,17,0.0076370170709793355,1562.0,1.4251,254.95,4,1057.41,4.15,4,23,2226000,264.3525,No BP
SAMS,queso,2023-04-24,2613,17,0.006505931879066207,1683.0,1.5526,262.26,3,730.99,2.79,4,24,2613000,243.66333333333333,No BP
SAMS,queso,2023-04-25,2741,20,0.0072966070777088655,1784.0,1.5364,308.17,2,490.49,1.59,4,25,2741000,245.245,No BP
SAMS,queso,2023-04-26,3050,19,0.006229508196721312,1932.0,1.5787,292.17,1,234.0,0.8,4,26,3050000,234.0,No BP
SAMS,queso,2023-04-27,1907,24,0.012585212375458836,1327.0,1.4371,377.37,7,1812.53,4.8,4,27,1907000,258.93285714285713,No BP
SAMS,queso,2023-04-28,1957,14,0.007153806847215125,1366.0,1.4327,214.26,4,1029.02,4.8,4,28,1957000,257.255,No BP
SAMS,queso,2023-04-29,1447,25,0.017277125086385625,1042.0,1.3887,382.24,6,1555.0,4.07,4,29,1447000,259.1666666666667,No BP
SAMS,queso,2023-04-30,1108,15,0.013537906137184115,784.0,1.4133,211.84,5,1308.45,6.18,4,30,1108000,261.69,No BP
SAMS,queso,2023-05-01,2,0,0.0,2.0,1.0,0.0,2,525.98,0.0,5,1,2000,262.99,No BP
SAMS,yogurt,2023-04-01,1905,52,0.027296587926509186,893.0,2.1333,774.19,19,1900.25,2.45,4,1,1905000,100.01315789473684,No BP
SAMS,yogurt,2023-04-02,3635,52,0.014305364511691884,1920.0,1.8932,774.19,22,2193.18,2.83,4,2,3635000,99.69,No BP
SAMS,yogurt,2023-04-03,2385,53,0.022222222222222223,1374.0,1.7358,774.19,30,3012.57,3.89,4,3,2385000,100.41900000000001,No BP
SAMS,yogurt,2023-04-04,2343,51,0.02176696542893726,1344.0,1.7433,774.19,16,1578.41,2.04,4,4,2343000,98.650625,No BP
SAMS,yogurt,2023-04-05,2359,50,0.0211954217888936,1393.0,1.6935,774.19,16,1507.59,1.95,4,5,2359000,94.224375,No BP
SAMS,yogurt,2023-04-06,2211,50,0.022614201718679332,1206.0,1.8333,774.19,19,1801.12,2.33,4,6,2211000,94.79578947368421,No BP
SAMS,yogurt,2023-04-07,2612,50,0.01914241960183767,1564.0,1.6701,774.19,11,1044.8,1.35,4,7,2612000,94.98181818181818,No BP
SAMS,yogurt,2023-04-08,1479,50,0.03380662609871535,786.0,1.8817,774.19,21,1993.44,2.57,4,8,1479000,94.92571428571429,No BP
SAMS,yogurt,2023-04-09,2035,50,0.02457002457002457,985.0,2.066,774.19,68,6417.84,8.29,4,9,2035000,94.38,No BP
SAMS,yogurt,2023-04-10,1509,64,0.04241219350563287,751.0,2.0093,974.19,164,14284.55,14.66,4,10,1509000,87.10091463414633,No BP
SAMS,yogurt,2023-04-11,965,47,0.04870466321243523,470.0,2.0532,740.59,48,4240.75,5.73,4,11,965000,88.34895833333333,No BP
SAMS,yogurt,2023-04-12,1176,49,0.041666666666666664,718.0,1.6379,765.87,96,8391.57,10.96,4,12,1176000,87.4121875,No BP
SAMS,yogurt,2023-04-13,2000,79,0.0395,1187.0,1.6849,1190.0,216,18735.96,15.74,4,13,2000000,86.74055555555555,No BP
SAMS,yogurt,2023-04-14,2034,77,0.037856440511307765,1250.0,1.6272,1190.0,49,4614.72,3.88,4,14,2034000,94.17795918367348,No BP
SAMS,yogurt,2023-04-15,2338,75,0.0320786997433704,1341.0,1.7435,1158.24,55,5157.23,4.45,4,15,2338000,93.76781818181817,No BP
SAMS,yogurt,2023-04-16,2374,77,0.03243470935130581,1337.0,1.7756,1190.0,25,2335.11,1.96,4,16,2374000,93.40440000000001,No BP
SAMS,yogurt,2023-04-17,1726,77,0.044611819235225954,833.0,2.072,1190.0,51,4647.87,3.91,4,17,1726000,91.13470588235293,No BP
